,Unnamed: 0.1,Unnamed: 0,캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소_x,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자_x,인허가일자,부지면적(제곱미터),사이트,관리기관명,관리기관전화,데이터기준일자_y,야영장전화번호,규모,부대_편의시설,홈페이지,데이터기준일자,전화번호_x,주소_y,연락처,전화번호_y,process1,process2
10,2110,2110,정안 주노글램핑,일반야영장,36.6106916,127.1231643,충남 공주시 정안면 광정장터길 88,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-17,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2110, ""캠핑(야영)장명"": ""정안 주노글램핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.6106916"", ""경도"": ""127.1231643"", ""주소_x"": ""충남 공주시 정안면 광정장터길 88"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-09-17""}","몽산포오토캠핑장은 2018년 6월 14일에 인허가를 받아 충남 태안군 남면 몽산포길 67-29에 위치한 일반 야영장입니다. 위도 36.815381, 경도 127.786704에 위치하고 있습니다."
11,2111,2111,놀자캠핑,일반야영장,36.5145522,127.0120138,충남 공주시 사곡면 해월길 60-13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-15,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2111, ""캠핑(야영)장명"": ""놀자캠핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.5145522"", ""경도"": ""127.0120138"", ""주소_x"": ""충남 공주시 사곡면 해월길 60-13"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-15""}","몽산포패밀리데이캠핑장은 2017년 5월 25일에 인허가를 받아 충남 태안군 남면 몽산포길 67-9에 위치한 일반 야영장입니다. 위도 36.6719184, 경도 126.2880564의 위치에 자리하고 있습니다."
12,2112,2112,더반 힐 글램핑,일반야영장,36.4246923,126.5041884,충남 보령시 오천면 오천해안로 555,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-14,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2112, ""캠핑(야영)장명"": ""더반 힐 글램핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.4246923"", ""경도"": ""126.5041884"", ""주소_x"": ""충남 보령시 오천면 오천해안로 555"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-09-14""}",솔향기캠핑장은 충남 태안군 소원면 모항항길 29에 위치한 일반야영장입니다. 2019년 3월 28일에 인허가를 받았습니다. 솔향기캠핑장은 농업회사법인(주)만리포솔향기관광농원에서 운영하고 있습니다.
13,2113,2113,팔봉갯벌체험야영장,일반야영장,36.859804,126.3378368,충남 서산시 팔봉면 범머리길 408,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-11,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2113, ""캠핑(야영)장명"": ""팔봉갯벌체험야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.859804"", ""경도"": ""126.3378368"", ""주소_x"": ""충남 서산시 팔봉면 범머리길 408"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-09-11""}",청도 과수원 글램핑 타운은 경북 청도군 매전면 관하실길 28-42에 위치한 일반야영장입니다. 2019년 3월 4일에 인허가를 받았습니다. 이 캠핑장은 야외 활동을 즐길 수 있는 좋은 곳입니다.
14,2114,2114,바다물결캠핑장,"일반야영장,카라반",36.8970836,126.2089105,충남 태안군 원북면 학암포길 31,0,0,0,7,2,2,0,9,2,0,8,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",,2019-07-12,2016-04-19,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2114, ""캠핑(야영)장명"": ""바다물결캠핑장"", ""캠핑(야영)장구분"": ""일반야영장,카라반"", ""위도"": ""36.8970836"", ""경도"": ""126.2089105"", ""주소_x"": ""충남 태안군 원북면 학암포길 31"", ""카라반"": 7, ""화장실"": 2, ""샤워실"": 2, ""소화기"": 9, ""방화수"": 2, ""화재감지기"": 8, ""기타부대시설 1"": ""전기,무선인터넷,장작판매,온수,산책로,마트.편의점"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2016-04-19""}","별빛마루 야영장은 충남 논산시 벌곡면 대둔로 970에 위치한 일반야영장으로, 2019년 3월 5일에 인허가를 받았으며, 총 4개의 야영장이 있습니다."
15,2115,2115,관리도캠핑장,일반야영장,35.8177416,126.3688876,전북 군산시 옥도면 관리도길 60-19,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-24,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2115, ""캠핑(야영)장명"": ""관리도캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8177416"", ""경도"": ""126.3688876"", ""주소_x"": ""전북 군산시 옥도면 관리도길 60-19"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-04-24""}","나는숲이다는 일반야영장으로 강원 홍천군 화촌면 도심리길 269-16에 위치하고 있으며, 2019년 3월 8일에 인허가를 받았습니다. 이 캠핑장은 아름다운 자연과 함께 여러분의 여행을 즐길 수 있는 최적의 장소입니다. 여러분의 여행을 더욱 특별하게 만들어 드리겠습니다."
16,2116,2116,수류산골야영장,일반야영장,35.6896197,127.038719,전북 김제시 금산면 수류로 557-75,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-26,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2116, ""캠핑(야영)장명"": ""수류산골야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.6896197"", ""경도"": ""127.038719"", ""주소_x"": ""전북 김제시 금산면 수류로 557-75"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-26""}","젤루느린 달팽이는 경북 문경시 가은읍 대야로 1290에 위치한 일반야영장입니다. 2019년 3월 12일에 인허가를 받았으며, 전화번호는 0507-1314-7029입니다. 젤루느린 달팽이는 아름다운 자연과 함께 즐길 수 있는 최적의 캠핑장입니다."
17,2117,2117,비채야영장,일반야영장,35.9256368,127.3064532,전북 완주군 동상면 동상로 1260-13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-14,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2117, ""캠핑(야영)장명"": ""비채야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.9256368"", ""경도"": ""127.3064532"", ""주소_x"": ""전북 완주군 동상면 동상로 1260-13"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-08-14""}","아르보리아파크 캠핑장은 인천 강화군 길상면 장흥로101번길 65에 위치한 자동차 야영장입니다. 이 캠핑장에는 일반 야영장 17개, 자동차 야영장 6개, 화장실 3개, 샤워실 4개, 개수대 4개, 소화기 23개, 방화수 5개 등의 부대시설이 있습니다. 또한 전기, 무선 인터넷, 장작 판매, 온수, 물놀이장, 산책로, 마트 및 편의점 등의 기타 부대시설도 있습니다. 이 캠핑장은 2019년 3월 13일에 인허가를 받았습니다.강화도 길상면 청정지역에 위치한 카라반 캠핑장이다. 장흥2저수지에서 해든뮤지엄미술전시관&카페 이정표를 따라 산쪽으로 들어가면 마리원캠핑장 바로 앞에 있고, 이를 지나 조금더 가면 해든카페다. 아르보리아파크는 해든뮤지엄&카페 뒤쪽에 바로 붙어 있다. 앞쪽에는 고급펜션단지가 있고 그 뒤로 수영, 산비탈을 따라 카라반이 줄지어 서 있다. 작은 연못을 비롯한 조경이 아주 잘되어 있는 캠핑장이다. 때문에 천혜의 자연과 맑은 공기를 맘껏 즐기면서 새소리와 야생화, 그리고 자연산책로를 거니는 재미가 있다."
18,2118,2118,로뎀하우스,일반야영장,36.0254826,127.3506666,전북 완주군 운주면 금고당로 1070-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-19,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2118, ""캠핑(야영)장명"": ""로뎀하우스"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.0254826"", ""경도"": ""127.3506666"", ""주소_x"": ""전북 완주군 운주면 금고당로 1070-14"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-04-19""}","은빛모래야영장은 충남 태안군 원북면 옥파로 1157-17에 위치한 일반야영장으로, 2019년 3월 13일에 인허가를 받았으며, 총 20개의 일반야영장이 있습니다."
19,2119,2119,무주 향로산 자연휴양림,일반야영장,36.0241408,127.6698805,전북 무주군 무주읍 무학로 153-36,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-29,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2119, ""캠핑(야영)장명"": ""무주 향로산 자연휴양림"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.0241408"", ""경도"": ""127.6698805"", ""주소_x"": ""전북 무주군 무주읍 무학로 153-36"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-05-29""}","청주시 미래지농촌테마공원 오토캠핑장은 충북 청원구 오창읍 미래지로 68에 위치한 자동차 야영장입니다. 2019년 7월 12일 기준으로 위도 36.7318247, 경도 127.4044612에 위치하고 있습니다. 이 캠핑장은 자동차 야영장으로 자동차를 이용해 야영할 수 있습니다. 이 캠핑장은 청주시 미래지농촌테마공원에 위치하고 있어 농촌 테마공원의 자연과 생태를 즐길 수 있습니다. 또한 이 캠핑장에는 수영장, 자전거 타기, 연못 등 다양한 레크레이션 시설이 있어미래지 농촌테마공원 오토캠핑장은 충북 청주시 청원구에 자리했다. 청주시청을 기점으로 15Km가량 떨어져 있다. 자동차를 타고 무심동로, 과학산업2로, 오창대로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 캠핑장은 공원과 산책로와 인접한 덕분에 캠핑 외 즐길 거리가 알차다. 잘 정비된 산책로에서 느리게 걷는 맛을 음미하기에도, 테마공원을 둘러보다 벤치에 않아 그저 멍만 때려도 좋겠다. 캠핑장에는 오토캠핑장 35면을 마련했다. 사이트 바닥은 모두 파쇄석으로 이뤄졌으며, 크기는 가로 8m 세로 9m이다. 개인 트레일러와 카라반 동반 입장이 가능하다. 연중 주중 주말 모두 운영하지만, 캠핑장 관리 차원에서 매주 월요일에는 휴장한다. 반려동물은 대형견도 출입할 수 있으며, 이 경우 목줄과 입마개 등을 반드시 착용해야 한다."
20,2120,2120,옥수골계곡펜션야영장,일반야영장,35.966889,127.7162935,전북 무주군 적상면 옥소동길 52,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-27,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2120, ""캠핑(야영)장명"": ""옥수골계곡펜션야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.966889"", ""경도"": ""127.7162935"", ""주소_x"": ""전북 무주군 적상면 옥소동길 52"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-03-27""}","그라티아 글램핑은 경기도 가평군 가평읍에 위치한 일반 야영장과 글램핑 장소로서, 2019년 3월 14일에 인허가를 받았습니다. 이 캠핑장은 야외 활동을 즐길 수 있는 좋은 장소로, 산책과 자연 체험을 즐길 수 있습니다. 이 캠핑장은 야영객실과 주방, 샤워실, 자전거 대여, 수영장 등의 시설을 제공합니다.그라티아 글램핑은 상천역과 가평역 사이 대금산 자락에 위치한 럭셔리 캠핑장이다. 이곳은 펜션1동과 글램핑 10동으로 구성되어 있다.  숲속 정원과 야외수영장, 매점등이 갖춰져 있고, 각 글램핑 장 앞에서 바비큐를 즐길 수 있도록 그릴과 숯를 유료로 제공키도 한다. 숲속정원에는 원두막이 여러개 설치되어 있고 누구나 이용할 수 있다."
21,2121,2121,무주덕유산글램핑,일반야영장,35.8901936,127.8303093,전북 무주군 무풍면 오두재로 96,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-01-08,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2121, ""캠핑(야영)장명"": ""무주덕유산글램핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8901936"", ""경도"": ""127.8303093"", ""주소_x"": ""전북 무주군 무풍면 오두재로 96"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-01-08""}","진밭골 야영장은 대구 수성구 범물동에 위치한 일반 야영장과 자동차 야영장을 갖춘 야영장입니다. 이 야영장에는 카라반 5개, 화장실 2개, 샤워실 10개, 개수대 20개, 소화기 32개, 방화사 2개, 화재감지기 5개, 전기, 온수, 마트, 편의점 등의 부대시설이 있습니다. 2019년 4월 8일에 인허가를 받았습니다.진밭골 야영장은 대구시 수성구에 자리했다. 대구시청을 기점으로 13KM가량 떨어졌다. 자동차를 타고 동덕로, 신천대로, 앞산터놀로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 25분 안팎이다.캠핑장에 발을 들이면 생각지도 못한 도심속에 이런 공간이 있었나 싶을 정도로 놀란다. 도시에 이런 자연친화적인 공간이 있다는 사실에 감탄사가 절로 나온다. 캠핑장에는 오토사이트 9면, 데크사이트 11면, 카라반5대가 캠퍼를 반긴다. 오토사이트는 파쇄석으로 이뤄졌으며 텐트 바로 옆에 주차를 할 수 있다. 사이트 크기는 가로7M 세로 4.5M다. 데크사이트는 나무데크로 이뤄졌으며, 지정된 주차장에 주차를 한뒤, 장비를 들고 데크사이트로 이동하여 캠핑하는 곳이다. 사이트 크기는 가로6M 세로 4M이다. 카라반은 먹거리 및 세면도구만 준비하면 된다. 객실 내부에 침대, 침구류, 소파, TV, 냉장고, 에어컨, 식기류, 취사도구, 개수대, 화장실, 샤워실 등이 있어 일상생활이 가능할 정도다."
